Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL,amazon_url,amazon_mrp,amazon_sale_price,amazon_quantity,amazon_uom
18,7FPPN3NW9X,Delight foods Banarasi Meetha Paan,Paan Corner,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/27/fbf1a926-6f2b-406e-9156-3cc3700720c8_847405_1.png,300g,https://www.swiggy.com/stores/instamart/p/7FPPN3NW9X?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTU1MTMzMzQ3NjkzMDI2OjE3NDUzMjM1Mzg6c3BfYXRmOjMwMDUzNTg5NTk5NDkzMjo6MDo6&url=%2FAnnam-Natural-Salty-Roasted-Seeds%2Fdp%2FB099X32RMH%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.sgAEzHms-tZhy01GK7D-YmiPg2nKLcKDS_Y-Js3W4vrYA6NY8XYNQdSoqkhe7UjnlCNCK_t4858Vus8eIM4AKFVJKMH1YIxQ0O1zlHaHf9Y76KT-Pyklb5HdJiTZY8ZGeCcfhoyTp9O2pahfvpnGuq2NrzSQL0HHvT7XeJ7fCw9npJoYJHmdNKI56H2PPqX0vVccutx26N_digiPAyLSoQ57JjwKdK-ksEC0RcLe4XPdp6-nyytmvsT3z1jLpvA8i4OpOHDYtMCy1yr6hFbkcEzxQ9sEZYF0FaZgqHd8qHw.VFt1EQ7rjIRu_F12tYLsck4g0NoPxKg77yUXi-5E1FQ%26dib_tag%3Dse%26keywords%3DDelight%2Bfoods%2BBanarasi%2BMeetha%2BPaan%2B300g%26qid%3D1745323538%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,319.,900,g
19,9GFRH1T68G,Delight foods Premium Wild Joha Rice,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/27/ac417619-6ecd-4052-899a-dff8290502a2_704037_1.png,1kg,https://www.swiggy.com/stores/instamart/p/9GFRH1T68G?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTkyMjU0MDAyMzQ4NDI4OjE3NDUzMjM1NDM6c3BfYXRmOjMwMDA3OTI3NzM2ODAzMjo6MDo6&url=%2FDaawat-Sona-masuri-5-kg%2Fdp%2FB08SKFSYNV%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.MC7Nc_nWI6aJea4ThswsVLmjZgWuFIJrtRjAgnEf5VIj1JjBhsNI-IoTj0rW20c1qaQm-SwYjTn6eqHj4JD_omZn99Pd4A-09Xb1R1n3LfGCQEj_pvwAWA0U36LjaWQxtzU5z2up0IlXrABgv2mi3iNYfXRRIUnA6NX3AtzfmAZGxeKfwh0sYuKX5BKAR8lwVuSg1XvXArr2PAY56pEYK6aqsNzHxcpmVCSKJ265XJubrMC9dE1i7G8Jvxhb6vgMVwsY7wW8OrnTfnqCHQG-3E284zMw1eLAYXMSns54soo.MhVIxn9ayjEErFOUOmytilQtwMTs7KFS36YaDiDeIVU%26dib_tag%3Dse%26keywords%3DDelight%2Bfoods%2BPremium%2BWild%2BJoha%2BRice%2B1kg%26qid%3D1745323543%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,379.,5,kg
20,Z1E2I15EF9,Robustt Keyless Numeric Bike Cable Lock | Preset Combination | Anti-Theft Protection,Sports and Fitness,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/15/bd6088fc-1867-41e7-b4ee-0e03fe4778c5_404968_1.png,1pack,https://www.swiggy.com/stores/instamart/p/Z1E2I15EF9?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MzYwMzk2MTUyMjUwMjU5OjE3NDUzMjM1NDg6c3BfYXRmOjMwMDUzOTQ5NzQ2MjIzMjo6MDo6&url=%2FLeosportz-Cycle-Lock-Bicycle-Key%2Fdp%2FB0F5HDRYT9%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.IwT1NbrtCFVj8nkdhlvGe9zKcDHaqiHdmtcOv2phzLsFL96iJzHTvcndL2_xc6lluEiOTy-9OOgE7nzEVc6BZhfSGza_5O824GXETE78dtyfIqtIIjZwhJkdmLOkBFVJmg0oZk934DHwYdRDuTjT7T9yxksTq7mwKdqPXs3FW8ljZF-tjjKAZV3L049RBlbkuNLm3HgCyjeGbOgv_jiYOMa1I9LAfUnRLRVsKUJHjP8vyNUZOXvOOVW9iJBu_dDAUyO8ZsikScrjvHUen0-zcvh3CJaqzKL6xDn66ixNgS8.6rveDEAYrLsWjCB3tHFzEgFkxJQHyleRl3-mE57DOPU%26dib_tag%3Dse%26keywords%3DRobustt%2BKeyless%2BNumeric%2BBike%2BCable%2BLock%2B%257C%2BPreset%2BCombination%2B%257C%2BAnti-Theft%2BProtection%2B1pack%26nsdOptOutParam%3Dtrue%26qid%3D1745323548%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,349.,N/A,N/A
21,99BV8O917R,MAYA KISMIS INDIAN 500g,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/dulbeaaboaj9rjrnwjem,500g,https://www.swiggy.com/stores/instamart/p/99BV8O917R?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Njg2NjU1NDY0OTQ3MzQ5OjE3NDUzMjM1NTA6c3BfYXRmOjMwMDEwNzQwNDQ3OTUzMjo6MDo6&url=%2FKishmish-Seedless-Contains-Supports-Improves%2Fdp%2FB07H9RSSTF%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.k2kjnWz5MpE0bi6rJuHa0pZrsCMdCXSwQIlCwLHJ_7CCclJC41hr4Hh7ZrA8OeU_YxFmTdFYqxJ4XOHbQGi6c2JYY6fvF4aE49KOxmV_pX8Omdlvbt6kVITQIDUvYlLmHAbNO99w2gQW3Bp2MNz0EXjh6tMbjPA5plRtputsukjUrL5FoNEJLIKYrHM03rYtoKFsMS_YJKkGGdq2y6xKiPYU0TasUV8THG9MaKZZi-GocZ6XuioPb10E61FqNXZ7bAIHjglUMtq8RR_axXNM49SGUUypkeG5bd3lGLW1JOA.K-kFrLRicBPIopuob2oy_anC5v9Ky4XRUK9EiMGDc_w%26dib_tag%3Dse%26keywords%3DMAYA%2BKISMIS%2BINDIAN%2B500g%2B500g%26qid%3D1745323550%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,259.,500,g
22,24NQ4B71SV,Crocs Mens Classic Sandal White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/1b981edf44d686436b9bacbbf47a7aa5,1Piece,https://www.swiggy.com/stores/instamart/p/24NQ4B71SV?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg0OTUzMTI0OTg4NTE3OjE3NDUzMjM1NTQ6c3BfYXRmOjMwMDQyOTA3Njk1NTMzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ4P74G%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.XCO4I7bxShIXvVmuW7LmkXkD8tC1MIg3UMJF-02EUaIZ5r7B-cB6tHZsQbLVpvyLsHtR2UDWwDU69yDyUlINSv0iG_6VkUn0qxmU5_xm2IV6ZAPHTeUaBPl8GwEcT4JGOoOiet6mRGJ1bj3QMJ-lBlMaeN-QgP1UCwkFqYXOyRtF6RooPV_WkFMGt1orkbbhjv1KPwrfGddF9AbaTE6oDYVfcbxUdhUT5QsIxc_4R8ugTirtJUf9I9HagUil9MlmDeouq9fPKA_WSsTR8Me9QQL-x7gQmg5wfuUX8FQkM84.NjfP2j5zmLsg9Akok5nKRPifrDNTOdXhokf-T_9s6o4%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BClassic%2BSandal%2BWhite%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745323553%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
23,KZOWHNRHMP,Crocs Womens Boca Wedge Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/35aa5fe6-0384-41e0-adbb-f450fab71fb7_BeltsWalletsBagsinstamax_CC0PSR9JF2_MN.png,3UK,https://www.swiggy.com/stores/instamart/p/KZOWHNRHMP?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUzNTY5NzY4OTg1MDE6MTc0NTMyMzU1ODpzcF9hdGY6MzAwMDc0MzI3NjMyOTMyOjowOjo&url=%2FYOHO-Slippers-Comfortable-Exciting-Lightweight%2Fdp%2FB09X5PXRLD%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.VORKG_aH09Y6x33tbmMrEf7LK3rFbyzDZiSSgVvnEFGq_jkZ4pbK-OwvSykTeBcFTRoUz6rR2uQSoHtqFWn4BqzKUahEsbhj6HGpb3h3aLTY8vjTVSMC0xIpOUiih1yRF00Meie0u_qfCsGbP5EDtAv_6-z2cyQMYq4byrRCJVISzoXZRgWR6u0EPSAwd6pggaIYtx4x_reiIp2NTY3xVzf59n6_YIocevyvtgv8i7EtAE8bxmjMABCosoC8Gc654gOmHlVGINT1XvcPHoq28avgBdHCqk_xz2Je5acDT0o.S7ODAORGkSpyh-k32igdtSHHl4YqVncozisqnVenZ3M%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BBoca%2BWedge%2BFlip%2BFlop%2BBlack%2B3UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323558%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,496,N/A,N/A
24,JBAYL84QFL,Party Propz Ganpati Decoration Items for Home,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/14/fe830e8c-5853-4cac-ad12-7b2f2531457b_884883_1.jpg,1Piece,https://www.swiggy.com/stores/instamart/p/JBAYL84QFL?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTkzNzI2NzY5Njc2MjYwOjE3NDUzMjM1NjI6c3BfYXRmOjMwMDQ4MDEyNDU1NDczMjo6MDo6&url=%2FParty-Propz-Pooja-Backdrop-Decoration%2Fdp%2FB0CF594LG2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.U89dhd5hej55taVhzV6Gkk8bKqFKBtQB1lZSLAzulHRWFdU5Oz6sMzxg9u9-WHcNWx1LsexC2tD2CpIrxGsJ9LaeOrWQM0Sn8tL-S8xMXLkWWc7BxnAwYKEXvmEKy4UUtHAPVvT3iAWUXBMwnoxqwUGjgCKgeVAbWMIaLcsaWv7yJpJRqU9eZh83qC_fZ3NmNTTtS5AuD_CmUQ0lE9IbxDsVSG_W5Do1jw9F6-uk4WgUYdDPibq5EC5BzANNBtKnGuZD5fytczsAsM45W_8vxV3zvRp9h_iuOZjQWH76DU4.zjCeZsfSjkhm_f-GEk83tMbnVKCoGtai-Z_ZMr9Z1c0%26dib_tag%3Dse%26keywords%3DParty%2BPropz%2BGanpati%2BDecoration%2BItems%2Bfor%2BHome%2B1Piece%26qid%3D1745323562%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,540.,11,pcs
25,UDCS7WVLFC,"Engage Exquisite Collection Luxury Grooming Gift Set for Men, Combo Set of 3",Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/4/000cb90c-09cd-472b-86df-b983336406bb_808167_1.png,450ml,https://www.swiggy.com/stores/instamart/p/UDCS7WVLFC?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY4NjY0NTc0MTQ0MDI0OjE3NDUzMjM1NjU6c3BfYXRmOjMwMDI1NTE5MjU0NTUzMjo6MDo6&url=%2FPark-Avenue-Discoverer-Corporate-Anniversary%2Fdp%2FB0D7C4Q817%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.1lQU1tHQdbGAq_fWsKMqvIrDwhxvZLhbHAoAjstQa2Ry0zArcKRjx8broR2dIywyGVp5gHP6PxtYqvE1Nkcv-Z5EWIa6x8WAGmn_HFfZunWdFnSXR6I7X9r159XIwEndTGFHQixSOQc2aTCNkvJmfbO0Jtm-L0uEnYMVebr3LP8glxCKLBv_5toE4noW2KJ6xNFePIou0SV_yF4TaJHDNXuewYyCKFTq7sfyditfMTalrllMQRqT6LGcR80BSscgkrtw7iNyct_b6PjPqx1rI7QV-8VrVR_pH79Dbec-s8U.TvURky0rWENIgFESTLbaeZG8D5GrAXLO7iltwbA9AtQ%26dib_tag%3Dse%26keywords%3DEngage%2BExquisite%2BCollection%2BLuxury%2BGrooming%2BGift%2BSet%2Bfor%2BMen%252C%2BCombo%2BSet%2Bof%2B3%2B450ml%26qid%3D1745323565%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,288.,20,ml
26,VZ1C103ZPN,Crocs Mens Mellow Recovery Flip Flop White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/5/17/00b5b34b-441e-4e08-b375-53aba2b4d64c_AA_2OC6P5ZXPU_MN.jpg,5UK,https://www.swiggy.com/stores/instamart/p/VZ1C103ZPN?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTk4OTM0MjcwNjk5MjYyOjE3NDUzMjM1Njk6c3BfYXRmOjMwMDQyOTA3Njk2MjYzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ4T1QF%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.94lDYbdXDsr83xhuTKVYygd56-0vgN-l2qBEkXmpBrEDf-zUVuIzQvmexFpzWWo3_erC41oOA8YTON3V_65NnJTHaGrlNaQnVVM5ldMWtivU2sNVHTOZUCpO3tk1nzkVitOinp655NojHbeUJhar_Cz3adyF6Zd0FA6cmO8coEzxDHBUzx2PIg5vck54TjOWr5t0EL2_baIrbRJzaFf2EZY158vB0F6NK8Ptn0UBamX7OGMqKpEYc6NAjRVul7rSS09j0NhI6JBOY8IGDgWixBlF4tcTgHnLmQZVxvM5SnI.TFnBAyZQz0Angtf-IPIeNDubKlfy0tyz2hMiUDF8MfU%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BMellow%2BRecovery%2BFlip%2BFlop%2BWhite%2B5UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323569%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
27,T67FGCM758,Crocs Womens Splash Glitter Flip Flop Grey_UK7,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/1824ce49-fd0d-49a5-8d4a-ab7f5a2945d1_BeltsWalletsBagsinstamax_NJ4H63HYUR_MN.png,7UK,https://www.swiggy.com/stores/instamart/p/T67FGCM758?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzE2NDM3MDM4NTEzOTA0OjE3NDUzMjM1NzQ6c3BfYXRmOjMwMDUyNDg4MTIyOTEzMjo6MDo6&url=%2FLUDIC-Collection-CloudFrame-Technology-Ultra-Soft%2Fdp%2FB0F29SYB4Q%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.j3gzbH9SJMWbZ4l6s8GX2X6bUI6YbqjxTAbLfSY9YnE6srr46dK9UfZis6for0fyU0vGYvjVJofIrZ9MvUvaIS5ZcnWkZn7F53MSpCAU1xfjMf_BxdEvr3MCrsuB266X6b2lF3bOLXKNLxnLr6VVD9gjyXzHOygeRKVXA0NW8hQU8d7Yc8-VPe2gDEJjxI1Y2aIvw-M_v0LKMHSV3lQtC-ODyldPeQ4TKp1YXkbDH6NkRO8qgTCOsDDgoU1CQf9RpXOkxPF9xuyAXOJHA8gKjR4ErI-9u6HtY6ZCfIp6blM.p4MO2794VKYdGvIaZaNek4a0hLia_Gw3SkKssC8gkGA%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BSplash%2BGlitter%2BFlip%2BFlop%2BGrey_UK7%2B7UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323574%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,1999,N/A,N/A
28,G56823YHPY,Crocs Mens Classic Crocs Sandal Blue_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/15/34d1723b-7eff-41f2-9a21-ae15c32a48ee_BeltsWalletsBagsinstamax_QHC19I2XY7_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/G56823YHPY?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM3Mzc3MTQ4MDI0MjIyOjE3NDUzMjM1Nzc6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.ogRIXilW3iO194w91qIBzsosLQKzXuhLk0x9GV3c69r9svkR0Wau09_DQDks2B_F6FScfITfEET6g3PCC-FFKO0_foe93NCd6xPTZDSKhsshkpZns_K-lXGdbrOCX-TflR6zOWoOdN61XovFplGk1KBSaxyC2sUFMMai6UYh3kHo7OPsGYtQrEKkDoMvZD3NyvISL0DgDwKukhWJnUB6vS-DNeacW4VUWaKYm6G9w1cx_LvywKYYjmtVUrYx56od-4-cDieFMuE7dAe_rhr0XBFPw3sx6MaLU7pVMvoX49M.g6ClZ1-B72FSgNkEVQkZ57eB-0-XZbgDP45pPECS9RI%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BClassic%2BCrocs%2BSandal%2BBlue_UK6%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745323577%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
29,2FORTL1L3W,Crocs Classic Crocs Slide Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/2d66eada-d4b3-4355-a09e-39948330cc3b_BeltsWalletsBagsinstamax_5S46HG8AKO_MN.PNG,8UK,https://www.swiggy.com/stores/instamart/p/2FORTL1L3W?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjU2ODkyMDc2MjU4MTU4OjE3NDUzMjM1ODI6c3BfYXRmOjMwMDQyOTA3Njk2MDYzMjo6MDo6&url=%2FYo-kai-Footwear-System-Numeric-Medium%2Fdp%2FB0DP7FVHQV%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.yCkcCsYknTmpJJo9OiRa3dI0c_8Rcs4C7-6Dz1AQBHjCezm4GltZNLwy9AjYcEa4AoyNtS3F7nBXt6MCbn5PTpty6wtk4QkeNZa1Yn-c8HkXpMy9a3gQuNkzYovVKWnS0ftKHVE23nVUx8MELBeFF4URxbzh1Wjp6F0kkild_taGLOSy4tA7Qks8sH4Iw9vdA4DjmDi45fVaq8mXcCR4g_5xWGMKRlzcc9nNhwbRl43VXhF6rUu-npU5oYOiAuQEM3oMlIOk1eSgkerqorDiT7Ad65eBEm-fC_EYSTIqA_w.qdQyWGNlX4x4xgew42y6NpFE_YkmafUlOzN2fH6qphE%26dib_tag%3Dse%26keywords%3DCrocs%2BClassic%2BCrocs%2BSlide%2BBlack%2B8UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323582%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
30,QUMW4HX2NI,Crocs Mens Crocband Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/d35e87b1-3a64-49ff-bf27-c4d3554421a7_BeltsWalletsBagsinstamax_D04TKXX36X_MN.png,7UK,https://www.swiggy.com/stores/instamart/p/QUMW4HX2NI?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MzAxMzE0MDk4MzIzOTgyOjE3NDUzMjM1ODY6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.72kpzZM-z5Q3idIDcnKYH6anKRK5P6m-orJRjajDOn0NNaNYD-_tzAZxmRfjJMvFBnnF57Vfd1dCzjA26R0x5X6Q3mZL_EqIurbL2vVLLzzg9ZF-SIaOxUEeaMoYMU8Sd9sfwRLnS3dv3rNkJqQ56YQrHiNvo79jAZSWWT1EsxqHm_VU6iFg8w26NyQ-SUh8y-1fU293385dQC8aWN2hKOK5j-2Ge3-3c2Y-91EF13sK2O5_T1cW1H1pqb5G4dTTAdyrBfkSgER4Ati6HYKgS7_U0cOjcy3X2yqXfkDqzPk.u6XBsvxCcEYu58Sno2zbv8JVqqRsaIgKMmXdcadkhN8%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BCrocband%2BFlip%2BFlop%2BBlack%2B7UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323586%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
31,FSELVEG232,Crocs Mens Crocband Flip Flop Graphite/Volt Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/2434117b-f77a-415e-a26a-7baa72c69837_BeltsWalletsBagsinstamax_VDIK9OO28I_MN.JPG,8UK,https://www.swiggy.com/stores/instamart/p/FSELVEG232?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDYyOTA3NTU2MjE5NzoxNzQ1MzIzNTg5OnNwX2F0ZjozMDA0MjkwNzY5NjE4MzI6OjA6Og&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.PSXyXHjmzZ0joO2Cw-uG0aLrOg9QC2u3fEhsMqOAgXYXEW3fS4P1ZwY026EHViTenLxmeUNe9DyV-XFtxy0ynzx8EAlKAGazrz24eB9sEYc0zk00ukaBP4JNwKdAiRys7TW032NIvFjD4aT3GoBNP8g1-Jh1hXhNhqz6oB1yRIAQWLufGo3yUCOJVgm8W9x8ILyVtLFlrXn0icwBeIl4zamsiWmB8ANlm6wwKoyKRDOdpSkxmMVjRvsKd2Me4sWyLJbhLjK6nPBN2k0D83baCQ_4ppHCuOaMNaflSAcb9Fk.hH5TKYLQwpb_mCcSQGdXVtHjGcmcsacTWtYFLU9SNKc%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BCrocband%2BFlip%2BFlop%2BGraphite%252FVolt%2BGreen%2B8UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323589%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
32,08B0UAATBA,Crocs Mens Crocband Flip Flop White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/31d0101e-8e13-49a6-bc84-a23b2f874f9f_BeltsWalletsBagsinstamax_D7TVST9W2U_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/08B0UAATBA?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzU0NjQ1MzIzMTQyOTk2OjE3NDUzMjM1OTI6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.4RwxszE7YRMgJLBreS33sSzXpRWZHmZ0_oY_t1KDa-BTqMawo-e6MHhDxeS8NarlTDLQJuBwEc9-JMs5L6hvfCagcGdGFedqAQxUbhJFeSXtStoEM3y7UCssaeq_HhDfk0DUTkzC9zD1GrZ8TkAh7EIW5RpZSLuv2Gd5uICtzaSAmXTSCCdCCesS831sfGBdqbGBvAZIJvqrmLpvCLk7PFhHLaFolwIgKxbKeVZTDWRZJ7oDBerr8IpNp3YTcbsVyj5_TDiVlgS7tpwwACJ0hIBVs_Fms3U6p7EI2gq3Ly0.AzpRKK7wkYkXOzs2sjxQWnhHz7BVb5dBv6Ot-VbmL6g%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BCrocband%2BFlip%2BFlop%2BWhite%2B4UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323592%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
33,YP691XFV2W,Crocs Mens Classic Crocs Sandal Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/18/0d1541b1-7ff7-4dc4-9d9d-d57f3cb49ad4_81313_1.png,11UK,https://www.swiggy.com/stores/instamart/p/YP691XFV2W?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTY1NTAxOTQ2NzY3MzI4OjE3NDUzMjM1OTU6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.zR36akMrEtMJDB5AI_KTsXRckqJLEpNpJpZGndCEM7e6p1Nk4oQ7YoVKR6Swwc92CDtSg7Xhlja0z7NUd3Tfe9qPe9iSA80h1J0JxpqwlS9-7SBILsUsE5hkyA9wdSU9GOFGhBzRm9dWeG_htwC6RErrjCWlKSQvwnIcBvpn0GbKU_JgQSmGSu3XxgYYvRJ8ri06CVI5RfU_yFFYAQfqF-f8LVJ-CySdRj_IhFQBSW5tfuOJVWKsVvUfWHaZps5qbVpl5gITeTaOI6sMOdNkA_mmbIcVfrF-a-nd71lZop8.U55qP1pQKb03BO13o3nTDDTAlZhWbDd0u6FaV6mb9cQ%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BClassic%2BCrocs%2BSandal%2BGreen%2B11UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323595%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
