Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL
874,SG26M03UC0,Just Organik Organic Quinoa (White),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/3ed1af16-9bb5-47e2-838c-9e89abe6d4b7_267572_1.png,500g,https://www.swiggy.com/stores/instamart/p/SG26M03UC0?custom_back=true
875,B6BGJY84K0,Just Organik Organic Red Rajma,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/a4b3d810-67f6-49d0-bf69-383eabe79976_833503_1.png,1kg,https://www.swiggy.com/stores/instamart/p/B6BGJY84K0?custom_back=true
876,6HV5P1424R,Just Organik Peanut/ Organic Groundnut Oil,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/db6fce3c-9a91-42e6-b610-de1b2709221b_746019_1.png,1ltr,https://www.swiggy.com/stores/instamart/p/6HV5P1424R?custom_back=true
877,NZ1I12Z2RR,Plum Saffron & Kumkumadi Oil Glow Bright Moisturizer | With SPF 35 | UVA/B Protection,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/728052ea-f782-4aae-9908-1e0efaf71584_848972_1.png,50g,https://www.swiggy.com/stores/instamart/p/NZ1I12Z2RR?custom_back=true
878,19LR0VFZBH,Chicco Baby Moments Gentle Cleansing Bar 100g,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/27/0d68b2bd-ec44-4ef8-996b-e8d75104e696_891043_1.png,109g,https://www.swiggy.com/stores/instamart/p/19LR0VFZBH?custom_back=true
879,ND8YOMYD5I,Yu Pink Sauce Instant Wheat Pasta (Penne),Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/16/65220d77-14ac-4389-906b-9affbe88c094_344671_1.png,65g,https://www.swiggy.com/stores/instamart/p/ND8YOMYD5I?custom_back=true
880,RJ9C1AG3F1,Mamaearth Beetroot Hydraful Moisturizer- Beetroot & Hyaluronic Acid For Hydrated Pink Glow 50 gm,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/5aa16aec-ced9-4a12-a50a-7f71b5f7116e_679816_1.png,50g,https://www.swiggy.com/stores/instamart/p/RJ9C1AG3F1?custom_back=true
881,BJO94K9NG7,Just Organik Organic Atta (Gluten Free),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/3b8c77af-1107-4048-b723-d3971d695ae2_247099_1.png,1.5kg,https://www.swiggy.com/stores/instamart/p/BJO94K9NG7?custom_back=true
882,GVII1P6C9X,Just Organik Organic Turmeric Powder,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/2a3933f0-6e96-4fde-a6b9-9c084e2c6e4d_514198_1.png,500g,https://www.swiggy.com/stores/instamart/p/GVII1P6C9X?custom_back=true
883,RV2N0IF32C,Just Organik Organic Kabuli Chana,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/1a41aa43-23ba-4885-b1ae-c670ac560c07_422108_1.png,1kg,https://www.swiggy.com/stores/instamart/p/RV2N0IF32C?custom_back=true
884,0SFHPM5J2N,Just Organik Extra Virgin Organic Coconut Oil,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/17/1054a9a8-94eb-4277-bb84-1f504e31a3d8_431792_1.png,350ml,https://www.swiggy.com/stores/instamart/p/0SFHPM5J2N?custom_back=true
885,YMTFMX9C5O,Just Organik Organic Urad Dal (Dhuli),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/4030880f-9070-4dcb-9a2f-6147f4499331_513466_1.png,500g,https://www.swiggy.com/stores/instamart/p/YMTFMX9C5O?custom_back=true
886,DP606DUX0B,The Derma Co 5% Vitamin C Oil-Free Daily Face Moisturizer for Skin Radiance 100 g,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/65447105-a60b-42ce-9aa3-5adf6da130ce_374844_1.png,100g,https://www.swiggy.com/stores/instamart/p/DP606DUX0B?custom_back=true
887,TFO7A86DJP,Just Organik Organic Sunflower Oil,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/29/f91150ce-e312-4845-a4ae-9c9747f4814d_994915_1.png,1ltr,https://www.swiggy.com/stores/instamart/p/TFO7A86DJP?custom_back=true
888,U50MKVCF46,Just Organik Organic Quinoa Flour,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/42f09429-b9ae-447c-9377-718c384645d3_311392_1.png,500g,https://www.swiggy.com/stores/instamart/p/U50MKVCF46?custom_back=true
889,3YHXVRN6WM,Just Organik Organic Moong Dal Mogar,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/2c97dd1c-b507-4969-ba3f-411300b8e2fb_167093_1.png,1kg,https://www.swiggy.com/stores/instamart/p/3YHXVRN6WM?custom_back=true
890,DBBXZ7AKG5,Just Organik Organic Chilli Powder (Red),"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/27365c8d-369a-479f-91b1-416b2288b6cd_350902_1.png,100g,https://www.swiggy.com/stores/instamart/p/DBBXZ7AKG5?custom_back=true
891,YYHQIFZL5S,Just Organik Organic Urad Dal (Chilka),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/29/f63733fd-f36a-4165-906f-8e5e97b8d259_944299_1.png,500g,https://www.swiggy.com/stores/instamart/p/YYHQIFZL5S?custom_back=true
892,0LBY45IV29,Just Organik Organic Cardamom Whole (Green),"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/f8d97b50-02ac-4ff1-8c5c-2f93dc782c2d_257113_1.png,50g,https://www.swiggy.com/stores/instamart/p/0LBY45IV29?custom_back=true
893,FVG5SLZ9KU,Just Organik Organic Mix Dal,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/4a10b8db-f1f0-46af-9409-7e91b98cbc2c_110393_1.png,1kg,https://www.swiggy.com/stores/instamart/p/FVG5SLZ9KU?custom_back=true
894,BPWFUD5J3A,Mamaearth Daily Glow Face Cream with Beetroot & Hyaluronic Acid | Lightweight & Non-Greasy 80 g,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/0afc3856-7f13-45f4-a28f-3282a33136b8_466835_1.png,80g,https://www.swiggy.com/stores/instamart/p/BPWFUD5J3A?custom_back=true
895,0MQY4VKOBR,Just Organik Organic Sonamasuri Rice,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/d6735869-0460-4d13-8794-cd72da618674_553965_1.png,1kg,https://www.swiggy.com/stores/instamart/p/0MQY4VKOBR?custom_back=true
896,PW967BK12T,Just Organik Whole Wheat Chakki Organic Atta,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/9ba3d360-5d33-4e3b-9a33-494329818e00_443846_1.png,5kg,https://www.swiggy.com/stores/instamart/p/PW967BK12T?custom_back=true
897,Q94IJMIZ56,Just Organik Organic Mustard Oil,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/29/3557b9d6-d9f8-491d-b3c0-e01c71b5385e_280912_1.png,1ltr,https://www.swiggy.com/stores/instamart/p/Q94IJMIZ56?custom_back=true
898,1NUP389BS8,Just Organik Black Organic Urad (Sabut),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/8655d6a3-ddee-4cdc-a93a-0f222d57f8dc_317793_1.png,500gm,https://www.swiggy.com/stores/instamart/p/1NUP389BS8?custom_back=true
899,165CJXY7HM,"Just Organik Desi Organic Cow Ghee, (Desi)",Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/17/2030e08a-868a-4fec-984a-50b05293129c_607067_1.png,500ml,https://www.swiggy.com/stores/instamart/p/165CJXY7HM?custom_back=true
900,TVMSTOMN8A,Just Organik Organic Quinoa (Red),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/92f356d5-7b32-4cbf-a92e-f0e4490f5dee_922592_1.png,500g,https://www.swiggy.com/stores/instamart/p/TVMSTOMN8A?custom_back=true
901,JCW0BFN24Q,Patanjali Anti Bacterial Herbal Hand Wash (Pump),Hygiene and Wellness,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/19/91614459-9f8c-402a-823e-c688f84c9e11_217314_1.png,250ml,https://www.swiggy.com/stores/instamart/p/JCW0BFN24Q?custom_back=true
902,KKXDI1KF78,Dr. Sheth Kesar & Kojic Acid Oil-Free Moisturizer,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/30c7fea6-fd13-4298-955e-805c669ee74f_680985_1.png,50g,https://www.swiggy.com/stores/instamart/p/KKXDI1KF78?custom_back=true
903,WXCGV6RXBU,Just Organik Himalayan Organic Honey,Cereals and Breakfast,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/26ab17ba-1ea4-4d3d-8115-14f4dd4adf0b_895669_1.png,250ml,https://www.swiggy.com/stores/instamart/p/WXCGV6RXBU?custom_back=true
904,FGQKPF0W72,Just Organik Himalayan Raw Organic Honey,Cereals and Breakfast,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/392f8114-0f02-4b89-bac4-20f1b96c5c11_939051_1.png,500ml,https://www.swiggy.com/stores/instamart/p/FGQKPF0W72?custom_back=true
905,6SWZ3TBWV1,Just Organik Organic Basmati Rice,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/ec653a26-7f64-4e68-a691-332ed18394cc_893670_1.png,1kg,https://www.swiggy.com/stores/instamart/p/6SWZ3TBWV1?custom_back=true
906,LFAXV7W2II,Nongshim Chapagetti Noodles 140g,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/29/2e033f38-8f22-4309-a787-3684fb6d1fb3_590546_1.png,140g,https://www.swiggy.com/stores/instamart/p/LFAXV7W2II?custom_back=true
907,IXRMDS7V4P,TALATI Ragi Flour,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/601f58f3-846d-4deb-b646-4b95f54c8154_901702_1.png,500g,https://www.swiggy.com/stores/instamart/p/IXRMDS7V4P?custom_back=true
908,CADXDOM58Y,Jk Masale MATAR DAL BORI 200g,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/29/a9bf0c20-0066-4812-8fb2-b50f811f66d6_511000_1.png,200g,https://www.swiggy.com/stores/instamart/p/CADXDOM58Y?custom_back=true
909,2N9PBL5SKH,TALATI Bajra Flour,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/3a0bc9f6-d361-4f92-aad0-0ed3e957042b_277363_1.png,500g,https://www.swiggy.com/stores/instamart/p/2N9PBL5SKH?custom_back=true
910,SUFT77FFMO,Jk Masale MASOOR BORI 200g,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/29/c9109c32-9ff4-4a9c-8386-2ddb2ee3f03d_879030_1.png,200g,https://www.swiggy.com/stores/instamart/p/SUFT77FFMO?custom_back=true
911,6DRRNDICU6,Jk Masale URAD MASALA BORI 200g,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/29/e250aef3-aac1-4ddf-9777-d4b4f40dfc9a_827462_1.png,200g,https://www.swiggy.com/stores/instamart/p/6DRRNDICU6?custom_back=true
912,HJHA2JC8P8,Happilo Cranberry Cashews Healthy Dry Fruit Bar,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/d06a543b939a55d205e7026f2be40786,35g,https://www.swiggy.com/stores/instamart/p/HJHA2JC8P8?custom_back=true
913,JABUTM2NFY,Wella Professionals INVIGO Color Brilliance Shampoo for fine/normal hair,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/8/b122f68f-8cc3-457d-a1c8-3eadbee40ddb_604509_1.png,250ml,https://www.swiggy.com/stores/instamart/p/JABUTM2NFY?custom_back=true
914,MQ3JW8Z5D2,Kalor Rechargeable Electric Hot Water Bag With Gel -Multicolor,Electronics and Appliances,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/14/14940240-67f7-4608-8e1c-07b0c1c558c6_379147_3.png,1Piece,https://www.swiggy.com/stores/instamart/p/MQ3JW8Z5D2?custom_back=true
915,2PPGHNCKU8,Wella Professionals Elements Renewing Shampoo - For All Hair Types,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/8/86ed9869-955d-438a-8e03-e5693d7819c5_684118_1.png,250ml,https://www.swiggy.com/stores/instamart/p/2PPGHNCKU8?custom_back=true
916,R22C08MH71,"Wella Professionals INVIGO Color Brilliance Conditioner, for coarse hair",Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/8/7d73fd61-37fe-425b-a0f5-5c4e1b3bf50f_278005_1.png,200ml,https://www.swiggy.com/stores/instamart/p/R22C08MH71?custom_back=true
917,HKLZM5NL0W,Wella Professionals Fusion Intense Repair Mask,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/3274f183-7099-4af3-ac90-2cfd2a79ba33_965661_1.png,150ml,https://www.swiggy.com/stores/instamart/p/HKLZM5NL0W?custom_back=true
918,SQ2F1VBN0B,Wella Professionals Fusion Intense Repair Shampoo,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/8/a4897a1d-c76b-459a-9323-282b3e44c465_138730_1.png,250ml,https://www.swiggy.com/stores/instamart/p/SQ2F1VBN0B?custom_back=true
919,ZJWFJA0DG1,"Wella Professionals INVIGO COLOR BRILLIANCE MASK, for fine/normal hair",Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/f9ce0380-d9b5-4cfb-a318-8d680f113122_570149_1.png,150ml,https://www.swiggy.com/stores/instamart/p/ZJWFJA0DG1?custom_back=true
920,TCYKURMS2S,The Brooklyn Creamery Vegan Dutch Chocolate Mincone Single,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/ced6ab1c-dbaf-43cd-8f46-a2f94198b3a7_392990_1.png,50ml,https://www.swiggy.com/stores/instamart/p/TCYKURMS2S?custom_back=true
921,VDFUVR4Z2Z,The Brooklyn Creamery Low Cal Caramello Nut Crunch Mini Cone Single,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/849814b1-4ed7-431b-b59e-a037d83dded1_525428_1.png,50ml,https://www.swiggy.com/stores/instamart/p/VDFUVR4Z2Z?custom_back=true
922,257WPTNV7D,Party Propz 1 Pc Banana Leaf Backdrop for Decoration - (8x5 ft),Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/14/6d2f378e-d484-4050-b2c3-19d818f33fd9_492810_1.png,1pack,https://www.swiggy.com/stores/instamart/p/257WPTNV7D?custom_back=true
923,DYZM3SRFGL,K P Namboodiri's New Hair & Scalp Nourishing Shampoo,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/38978795-6213-40a8-8a34-718f1e935bf1_791923_1.png,200ml,https://www.swiggy.com/stores/instamart/p/DYZM3SRFGL?custom_back=true
924,9ZDCH5NXD9,Meena KI Fauj Puneri Mutton RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/ca378b26-91da-4085-b402-07d27aa61108_894457_1.png,80g,https://www.swiggy.com/stores/instamart/p/9ZDCH5NXD9?custom_back=true
925,Y1LITDU5R3,Meena KI Fauj Kolhapuri Mutton -RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/4553b1ad-e539-47cf-afc4-089a31bcaead_591202_1.png,80g,https://www.swiggy.com/stores/instamart/p/Y1LITDU5R3?custom_back=true
926,HKV44G1D14,Meena KI Fauj Malwani Masala RTC Cury Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/9/1d071d5a-55e2-491e-a67b-2b0d9302ab9b_741504_1.png,80g,https://www.swiggy.com/stores/instamart/p/HKV44G1D14?custom_back=true
927,YQHHP5TFVG,Meena KI Fauj Mutter Paneer RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/cab85e1a-bfe1-4887-9698-4b45b7786247_408988_1.png,80g,https://www.swiggy.com/stores/instamart/p/YQHHP5TFVG?custom_back=true
928,XIYUAJ1T5M,Yogabar 10g Protein Shake -Toffee Vanilla,"Dairy, Bread and Eggs",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/25/d5641dee-3cc5-454b-b33e-55aab2bda7a0_537932_1.png,250ml,https://www.swiggy.com/stores/instamart/p/XIYUAJ1T5M?custom_back=true
929,ZINSJJ801Z,Alpino Chocolate Super Muesli Nuts & Cookies,Cereals and Breakfast,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/10/48f75010-2b01-41ba-b3c3-601bf12f723d_392130_1.png,750g,https://www.swiggy.com/stores/instamart/p/ZINSJJ801Z?custom_back=true
930,DXLH0SBV3D,Amul Kaju Draksh Gold Ice Cream,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/17/989fe0ca-5c05-4720-b328-cca508d9d280_999727_1.png,1L,https://www.swiggy.com/stores/instamart/p/DXLH0SBV3D?custom_back=true
931,XIMZ3O2ZB8,Wakefit Luxurious Comforter | Single Bed (90x60 Inch) All Season & Reversible | Brown & Beige,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/20/75e82316-9519-485e-b894-23d95c87c73f_218144_1.png,1pack,https://www.swiggy.com/stores/instamart/p/XIMZ3O2ZB8?custom_back=true
932,N8OCNWBW6K,"Marman 16 in 1 Multipurpose Cycle Tool kit - Black, Size- Standard",Sports and Fitness,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/14/628c6d84-3526-4fa8-984e-3be99c0a89e6_951222_1.png,1pack,https://www.swiggy.com/stores/instamart/p/N8OCNWBW6K?custom_back=true
933,P8GG6PTMQQ,Lotus Professional PHYTORx WHITENING & BRIGHTENING CREME SPF 25 | PA+++ | Radiant skin | Even skin tone | Pigmentation | Paraben Free | 50g,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/8fadf6e7-9219-416a-8b4b-2b0ffda757f3_388831_1.png,50g,https://www.swiggy.com/stores/instamart/p/P8GG6PTMQQ?custom_back=true
934,NG82392XW7,Little'S Organix Diaper Rash Cream With Organic Ingredients Aloe Vera & Neem Extract,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/26/f3638a3c-17f7-4ba2-91a9-4f17a7311f20_skincreamsandlotions_NG82392XW7_MN.png,50g,https://www.swiggy.com/stores/instamart/p/NG82392XW7?custom_back=true
935,DLM3RL8SDQ,"Nat Habit Pure Almond Oil - Massage Oil With Vit E For Baby Skin & Hair, 100ml",Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/24/5e242481-6449-4e9f-bf49-9290d7559fb0_494858_1.png,100ml,https://www.swiggy.com/stores/instamart/p/DLM3RL8SDQ?custom_back=true
936,BFZHV74Y59,GADRE FISH SEEKH KEBAB 250 GM - 1 PC,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/vfbyto9mru9ugrrkouyp,250g,https://www.swiggy.com/stores/instamart/p/BFZHV74Y59?custom_back=true
937,M9N5HTCQBZ,Dabur Baby Super Pants - Small S( 42 pcs) | 4-8 kg | Insta-absorb technology baby diaper,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/25/79d8ed65-8bfe-45a6-9824-4a3be6675448_27882_1.png,1pack,https://www.swiggy.com/stores/instamart/p/M9N5HTCQBZ?custom_back=true
938,00KN43O5G7,"Nat Habit Pure Olive Baby Oil - Massage Oil With Vit E For Baby Skin & Hair, 100 ml",Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/20/00703920-e197-45bc-8ea1-b177ffde4590_136929_1.png,100ml,https://www.swiggy.com/stores/instamart/p/00KN43O5G7?custom_back=true
939,CZC0UI7UJ9,Wakefit Luxurious Comforter | Double Bed (100x90 Inch) | Micro Peach Finished Fabric | 220 GSM | Siliconised Microfiber Filling | All Season & Reversible | Orange & White,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/20/cf312f5d-c0af-43dd-89ab-74ed2bef9af0_536256_1.png,1pack,https://www.swiggy.com/stores/instamart/p/CZC0UI7UJ9?custom_back=true
940,XX7YC5MNK0,Amul Tutti Frutti Gold Ice Cream,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/17/1a0a0824-b8ab-480d-9e26-2c9548d88445_745426_1.png,1L,https://www.swiggy.com/stores/instamart/p/XX7YC5MNK0?custom_back=true
941,D5JT05L72G,"Lotus Botanicals Ubtan De-Tan Radiance Face Wash | Infused with 24K Gold | For Glowing & Rejuvenated Skin, Anti-Tan | No Silicon, No Sulphates, Non-Comedogenic, No Preservatives | 100ml",Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/0d5f9b4a-e3a3-42f6-a863-72f051091733_668782_1.png,100g,https://www.swiggy.com/stores/instamart/p/D5JT05L72G?custom_back=true
942,V2A6YGBYLU,Wakefit Luxurious Comforter | Single Bed (90x60 Inch) | Micro Peach Finished Fabric | 120 GSM | Siliconised Microfiber Filling | All Season & Reversible | BlackBeauty & Night Owl,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/20/b0703096-b258-46d6-8625-074f0e2932d3_477191_1.png,1pack,https://www.swiggy.com/stores/instamart/p/V2A6YGBYLU?custom_back=true
943,D98667JJW4,Chicco Teat Perfect5 4M+ Veloce Silicone 1Pc,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/2/0f9fda04-1b8a-4227-bbae-5f4c69a66b73_babybottleinstamax_2VCKIX1AP8_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/D98667JJW4?custom_back=true
